place,latitude,longitude
House at 112 Sea Cliff Avenue,40.84954834,-73.64022827
House at 115 Central Avenue,40.84707642,-73.64796448
House at 137 Prospect Avenue,40.84902573,-73.65033722
House at 17 West 16th Street,40.73765183,-73.99338531
House at 173 Sixteenth Avenue,40.84758759,-73.65182495
House at 175 Belden Street,40.83848572,-73.78200531
House at 176 Prospect Avenue,40.84786987,-73.65044403
House at 18 Seventeenth Avenue,40.84695435,-73.64692688
House at 19 Locust Place,40.84423447,-73.65102386
House at 195 Prospect Avenue,40.84710693,-73.65070343
House at 199 Prospect Avenue,40.84680176,-73.65083313
House at 200 Bay Avenue,40.90042114,-73.42031097
House at 203 East 29 Street,40.74248123,-73.98013306
House at 203 Prince Street,40.72655487,-74.00246429
House at 207 Carpenter Avenue,40.84899521,-73.64150238
House at 240 Sea Cliff Avenue,40.84919739,-73.64569855
House at 244 Park Avenue,40.8806839,-73.41779327
House at 285 Sea Cliff Avenue,40.84924316,-73.64692688
House at 332 Franklin Avenue,40.844944,-73.64981079
House at 362 Sea Cliff Avenue,40.84940338,-73.64987946
House at 37 East 4th Street,40.72743225,-73.99223328
House at 378 Glen Avenue,40.84516144,-73.65084076
House at 51 Market St.,40.71212769,-73.99434662
House at 52 Eighteenth Avenue,40.84676361,-73.65033722
House at 58 Eighteenth Avenue,40.84676743,-73.65042877
House at 5910 Amboy Road,40.52536393,-74.20436576
House at 65 Twentieth Avenue,40.84598541,-73.65116882
House at 9 Locust Place,40.84460831,-73.65115356
"Houseman, Peter, House",40.61586515,-74.13649971
Houses at 1026-1028 Fifth Ave.,40.77978342,-73.96142987
Houses at 120 and 122 East 92nd Street,40.78362274,-73.95362854
Houses at 146--156 East 89th Street,40.78092122,-73.95375643
Houses at 208-218 East 78th Street,40.77333832,-73.95723724
"Houses at 26, 28 and 30 Jones Street",40.73144719,-74.00261108
Houses at 311 and 313 East 58th Street,40.75979614,-73.96433258
"Houses at 326, 328 and 330 East 18th Street",40.73397157,-73.98220405
Houses at 364 and 390 Van Duzer Street,40.6285829,-74.08017166
Houses at 364 and 390 Van Duzer Street,40.62920872,-74.07957186
Houses at 437-459 West 24th Street,40.74805832,-74.00293732
"Houses at 647, 651-53 Fifth Avenue and 4 East 52nd Street",40.75941274,-73.97624791
Houses at 83 and 85 Sullivan Street,40.72478894,-74.00353936
Hubbard House,40.60043335,-73.97277069
"Hughes, Langston, House",40.80743027,-73.94068909
Hunterfly Road Historic District,40.67436742,-73.92608056
Hunters Point Historic District,40.74695626,-73.94645948
"Hyatt, Caleb, House",40.98117447,-73.80002594
Hyatt-Livingston House,41.00873947,-73.8789978
Immanuel Congregational Church,40.68242645,-73.92474365
Insurance Company of North America Building,40.70795822,-74.00605011
International House,40.81411743,-73.96178436
International Mercantile Marine Company Building,40.7048378,-74.01405334
Ireland--Gardiner Farm,40.86268909,-73.38204475
IRT Broadway Line Viaduct,40.81161595,-73.96109961
IRT Broadway Line Viaduct,40.81985104,-73.95527934
"Irving, Washington, High School",41.07677078,-73.85806274
Irvington Town Hall,41.03939438,-73.86947632
Ivey Delph Apartments,40.82220078,-73.94687653
J. P. Morgan & Co. Building,40.70703125,-74.01060486
Jackson Avenue Subway Station (IRT),40.81670751,-73.90766228
Jackson Heights Historic District,40.75139443,-73.88665164
"Jackson, Samuel and Elbert, House",40.68433926,-73.51060613
Jacob Riis Park Historic District,40.56737255,-73.87314524
Jagger House,40.81668131,-72.67692719
Jamaica Chamber of Commerce Building,40.7051932,-73.79975333
Jamaica Savings Bank,40.70374228,-73.79883241
Jarvis--Fleet House,40.90000534,-73.39163971
Jeffrey&apos;s Hook Lighthouse,40.8500477,-73.94744993
Jericho Friends Meeting House Complex,40.79483414,-73.53804016
Jericho Historic District,40.95119659,-72.21638255
Jerome Park Reservoir,40.87767493,-73.89532649
Jerusalem District No. 5 Schoolhouse,40.70206724,-73.50709819
JOHN A. LYNCH (ferryboat),40.70486639,-74.00194238
JOHN J. HARVEY (fireboat),40.74983057,-74.01065194
John Street Building No. 170--176,40.70612717,-74.00426483
John Street Methodist Church,40.70922852,-74.00804901
"Johnson, James Weldon, House",40.81512451,-73.94319916
"Jones Beach State Park, Causeway and Parkway System",40.61405446,-73.53582232
Jones Road Historic District,40.94181786,-72.21143158
Joralemon Street Tunnel,40.69788556,-74.00725453
"Judson Memorial Church, Campanile, and Judson Hall",40.73028565,-73.99808502
Jug Tavern,41.14473724,-73.86373901
Jumel Terrace Historic District,40.83477288,-73.93895036
Justice Court Building,40.86215968,-73.62594523
"Kane, John P., Mansion",40.89860916,-73.41854858
Karpen House,40.89595714,-73.45440771
Keeper&apos;s House at Williamsbridge Reservoir,40.87876129,-73.87564087
Kehila Kedosha Janina Synagogue,40.71842575,-73.99120331
"Kennan, A. P. W., House",40.902814,-73.41080718
"Ketchum, B., House",40.89912158,-73.29728429
King Manor,40.7029826,-73.86165342
Kings County Savings Bank,40.70888138,-74.01075745
Kingsland Homestead,40.76363506,-73.82381979
"Knapp, Timothy, House and Milton Cemetery",40.9647442,-73.68632703
"Knapp, Timothy, House and Milton Cemetery",40.96538273,-73.68702739
Knickerbocker Field Club,40.73673248,-73.98764801
Knickerbocker Hotel,40.75582504,-73.98646545
Knickerbocker Press Building,40.90620041,-73.78958893
Knox Building,40.75193024,-73.98197174
Kreischer House,40.53243692,-74.23793259
Kreuzer-Pelton House,40.64360361,-74.11166102
"Kurtz, J., and Sons Store Building",40.7042679,-73.79740249
La Casina,40.7042913,-73.79965115
LaGrange Terrace,40.72937714,-73.99245802
Lamb&apos;s Club,40.75658417,-73.98429871
Land of Clover,40.91339946,-73.18627539
"Landon, Samuel, House",41.06584926,-72.42328218
"Lanier, James F. D., Residence",40.74736023,-73.97991943
LaTourette House,40.57594311,-74.14681949
Lawrence Park Historic District,40.94063041,-73.83825482
"Lee, Higginson & Company Bank Building",40.7056694,-74.01140594
Lefferts Manor Historic District,40.65718221,-73.95687506
Lefferts-Laidlaw House,40.71683884,-73.9861908
Leland Castle,40.90139771,-73.78155518
Lent Homestead and Cemetery,40.77304594,-73.89178843
"LeRoy, Daniel, House",40.72903442,-73.98874664
Lescaze House,40.75440216,-73.97125244
LETTIE G. HOWARD (schooner),40.70452347,-74.00395986
Level Club,40.78009415,-73.98299408
Lever House,40.75944138,-73.97248077
Liberty Tower,40.70870972,-74.00954437
Life Savers Building,41.00538629,-73.66423539
Lighthouse,40.77277949,-73.94013874
"LILAC, United States Lighthouse Tender",40.73261258,-74.01242287
Lincoln Building,40.73526764,-73.99167633
Lincoln Club,40.68305075,-73.95943023
Lisanti Chapel,40.88014603,-73.86296844
Lispenard--Rodman--Davenport House,40.90115356,-73.77122498
Litchfield Villa,40.667,-73.9738
Little House,41.01195779,-73.9122923
LITTLE JENNIE (Chesapeake Bay bugeye),40.89338629,-73.37423394
Lloyd Harbor Lighthouse,40.91084271,-73.431394
"Lloyd, Joseph, House",40.91407944,-73.47798375
"Loew, William Goadby, House",40.78499603,-73.9549408
Long Island City Courthouse Complex,40.74578214,-73.94317333
Long Island Motor Parkway,40.7368356,-73.759333
Long Island Rail Road Station at Farmingdale,40.73541884,-73.44191751
"Longbotham, Nathaniel, House",40.90703964,-73.13365936
Longwood Historic District,40.81659588,-73.89970789
Look Building,40.75889206,-73.97481537
Lord and Burnham Building,41.03978729,-73.87271881
Lorillard Snuff Mill,40.85985023,-73.87600991
"Losee, Isaac, House",40.87959671,-73.41754913
"Lott, Hendrick I., House",40.61067581,-73.93241882
"Low Memorial Library, Columbia University",40.80811173,-73.96210273
Lower East Side Historic District,40.71713501,-73.98941041
Lower East Side Historic District (Boundary Increase),40.71299535,-73.98476112
Lyndhurst,41.05625153,-73.86127472
MacDougal-Sullivan Gardens Historic District,40.72820251,-74.0024227
MACHIGONNE (ferry),40.72155985,-74.01566478
Mackay Estate Dairyman&apos;s Cottage,40.80030441,-73.62554932
Mackay Estate Gate Lodge,40.79288952,-73.64136096
Mackay Estate Water Tower,40.79737019,-73.63937301
Macmillan Building,40.73480391,-73.99494604
"Macy, R. H., and Company Store",40.75043869,-73.98929596
Madison Avenue Facade of the Squadron A Armory,40.78597378,-73.95462528
Madison-Putnam-60th Place Historic District,40.70588021,-73.90130737
Magen David Synagogue,40.61512756,-73.98664856
Main Street Historic District,40.79708091,-73.6484825
Main Street Historic District,40.87153429,-73.45558112
Main Street School,40.83153153,-73.69708252
"Mallows, The",40.91642499,-73.15161402
Mamaroneck Methodist Church,40.95126687,-73.72960426
Manhanset Chapel,41.0680542,-72.33617401
Manhattan Avenue--West 120th--123rd Streets Historic District,40.80873131,-73.95489655
Manhattan Bridge,40.71005205,-73.98812058
Manhattan Company Building,40.70652771,-74.00971985
Maple Grove Cemetery,40.70849492,-73.82383175
Mapleton,41.03768921,-73.76572418
Marble Collegiate Reformed Church,40.74562073,-73.98658752
Marble Schoolhouse,40.93019104,-73.81135559
Marine Air Terminal,40.77343924,-73.8858571
Mariner&apos;s Temple,40.71285248,-73.99798584
Masterton-Dusenberry House,40.93738937,-73.81932831
Masury Estate Ballroom,40.78148355,-72.80684537
Matinecock Friends Meetinghouse,40.8659668,-73.59378815
Maycroft,41.00911219,-72.30932728
"McCullers, Carson, House",41.08579982,-73.91940934
McFarlane-Bredt House,40.61421781,-74.0638186
"McGolrick, Monsignor, Park and Shelter Pavilion",40.72443525,-73.94351111
McGraw-Hill Building,40.7575264,-73.99056244
"McKay, Claude, Residence",40.81504059,-73.94308472
McVickar House,41.03915405,-73.86767578
Mecca Temple,40.76385669,-73.97961562
Merchants Refrigerating Company Warehouse,40.74353027,-74.00732422
Metropolitan Life Home Office Complex,40.74105743,-73.98689281
Metropolitan Life Insurance Company,40.74090195,-73.9879303
Metropolitan Museum of Art,40.77892685,-73.96229553
Metropolitan Savings Bank,40.72879028,-73.98999023
Middle Island Presbyterian Church,40.87800598,-72.96614838
"Milbank, Brinckerhoff, and Fiske Halls",40.81041642,-73.96294418
Miller Army Air Field Historic District,40.56411038,-74.09534825
Miller House,41.05908618,-73.77061197
Miller Place Historic District,40.9582387,-72.99845385
Mills Pond District,40.90040637,-73.14918723
"Mills, Florence, House",40.81563568,-73.94451141
Minton&apos;s Playhouse,40.8046055,-73.95291033
Miss Amelia&apos;s Cottage,40.97385747,-72.14388986
Modern Times School,40.77649021,-73.25405243
Monfort Cemetery,40.83092887,-73.6823307
Montauk Association Historic District,41.04378851,-71.90637955
Montauk Manor,41.04821656,-71.94936063
Montauk Point Lighthouse,41.07091787,-71.85665023
Montauk Tennis Auditorium,41.04881668,-71.95252991
"Mooney, Edward, House",40.71457672,-73.99721527
Moore&apos;s Building,40.87256622,-73.53033447
"Moore, Benjamin, Estate",40.83841064,-73.53772783
"Moore, William H., House",40.76092148,-73.97512054
Moore-McMillen House,40.5724605,-74.13883009
"Moran, Thomas, House",40.95374729,-72.19417837
"Morgan, Pierpont, Library",40.74893189,-73.98173523
Morris High School Historic District,40.82708527,-73.90388682
Morris Park Station,40.85435888,-73.86077446
"Morris, Lewis G., House",40.77937698,-73.95749664
Morris-Jumel Mansion,40.83385086,-73.93845367
Mott Avenue Control House,40.81857681,-73.92736053
Mott Haven Historic District,40.81034205,-73.9252901
Mott Mill,40.93532944,-73.89300537
Mount Moor African--American Cemetery,41.09625111,-73.95877082
Mount Morris Bank,40.80512619,-73.93920898
Mount Morris Park Historic District,40.80472813,-73.94658959
Mount Morris Park Historic District (Boundary Increase),40.80454115,-73.94682965
"Mount, William Sydney, House",40.90733293,-73.13797602
Mudge Farmhouse,40.81560516,-73.63587189
Municipal Asphalt Plant,40.77812842,-73.94384587
Municipal Building,40.71314621,-74.00403595
Municipal Ferry Pier,40.70164108,-74.01061249
Murray Hill Historic District,40.74836944,-73.97941413
Music Hall,41.07646179,-73.85910034
National City Bank,40.70620728,-74.00914764
Neiderhurst,41.00962626,-73.90769284
Neville House,40.64449457,-74.09875793
New Amsterdam Theater,40.75627518,-73.98755646
New Brighton Village Hall,40.71655655,-74.00222778
New Dorp Light,40.57581189,-74.14126822
New England Congregational Church and Rectory,40.70847887,-73.96211239
New Lots Reformed Church and Cemetery,40.66461207,-73.88530421
New Suffolk School,40.99211372,-72.47513282
New Urecht Avenue Station (Dual System BRT),40.62464316,-73.9965166
New Utrecht Reformed Church and Buildings,40.60828339,-74.00066211
New Utrecht Reformed Church Complex (Boundary Increase),40.610466,-74.00617354
New York Amsterdam News Building,40.81501389,-73.9437561
New York Botanical Gardens,40.86342393,-73.87574777
New York Cancer Hospital,40.79809952,-73.96013641
New York City Marble Cemetery,40.7244863,-73.98945314
New York Cotton Exchange,40.70415115,-74.0089798
New York County Lawyers Association Building,40.71147156,-74.00883484
New York Evening Post Building,40.70929337,-74.01516724
New York Life Building,40.74303436,-73.98635864
New York Marble Cemetery,40.73450094,-73.99119645
New York Presbyterian Church,40.81031036,-73.94548798
New York Public Library,40.75347519,-73.98086548
New York Public Library,40.77399063,-73.95666504
New York Public Library and Bryant Park,40.75483322,-73.98410797
"New York Public Library, 115th Street Branch",40.80264282,-73.95317841
"New York Public Library, Hamilton Grange Branch",40.82546081,-73.94807598
New York Savings Bank,40.73982239,-74.00249481
New York School of Applied Design,40.74393845,-73.98152924
New York Shakespeare Festival Public Theater,40.72906113,-73.99209595
New York Stock Exchange,40.70744705,-74.01122284
"New York Studio School of Drawing, Painting and Sculpture",40.739048,-74.00077057
New York Yacht Club,40.75530624,-73.98117828
"New York, Westchester and Boston Railroad Administration Building",40.8415947,-73.87229156
No. 8 Thomas Street Building,40.71593475,-74.00541687
North Grove Street Historic District,41.07565122,-73.85720012
North Hempstead Town Hall,40.79561205,-73.698581
North Main Street Historic District,40.89576128,-72.39045374
North Main Street Historic District,40.96529358,-72.18382682
Northport Public Library,40.9007988,-73.34776306
"Norwood, Andrew S., House",40.73908997,-74.00086212
Nuits,41.02475117,-73.87497084
"O&apos;Donohue, C. A., House",40.89956806,-73.42370637
"Oakley, John, House",40.82061121,-73.42487791
Ocean Parkway,40.60523427,-73.96943215
Ocean Parkway Station (Dual System BRT),40.57620138,-73.96864908
"Ockers, Jacob, House",40.73911285,-73.12270355
"Octagon, The",40.76893796,-73.94363594
Odd Fellows Hall,40.71956635,-73.99810791
Odell House,41.01924896,-73.81811523
Office Building and U.S. Light-House Depot Complex,40.64106102,-74.07467857
Office of the Register,40.70356338,-73.79895399
Oheka,40.82575989,-73.44916534
Old Brooklyn Fire Headquarters,40.69257557,-73.98709499
Old Colony Club,40.74543762,-73.98465729
Old First Church,40.87360001,-73.42100525
Old First Reformed Church,40.6734314,-73.97689056
Old Gravesend Cemetery,40.59454224,-73.97463081
Old Grolier Club,40.7463913,-73.98366547
"Old House, The",41.00812717,-72.48579321
Old Merchant&apos;s House,40.72761154,-73.99261475
Old Nassau County Courthouse,40.73653412,-73.63832855
Old New York Evening Post Building,40.71148682,-74.00887299
Old Quaker Meetinghouse,40.76307201,-73.83046444
Old St. Patrick&apos;s Cathedral Complex,40.7234571,-73.9953891
Old Town Green Historic District,40.87477412,-73.41420753
Old Town Hall Historic District,40.87146108,-73.42354264
Old Westbury Gardens,40.77520371,-73.60224152
Onderdonk House,41.04749242,-73.91879888
"Onderdonk, Horatio Gates, House",40.79350662,-73.69283295
"Orchard Shoal Light Station, Old",40.51215539,-74.09864368
Orient Historic District,41.13908746,-72.30273192
Osborne Apartments,40.76569748,-73.98036957
Ottendorfer Public Library and Stuyvesant Polyclinic Hospital,40.72960176,-73.98724422
Our Lady of Mount Carmel Grotto,40.61205495,-74.07490154
Oyster Bay Long Island Rail Road Station,40.88690727,-73.52831629
Oyster Bay Long Island Rail Road Turntable,40.87704221,-73.5282144
Pagan-Fletcher House,40.67533875,-73.69822693
"Paine, Thomas, Cottage",40.9337616,-73.79092407
Pantigo Road Historic District,40.96628054,-72.17741591
Parachute Jump,40.57256056,-73.98477218
Paramount Studios Complex,40.7564763,-73.92477207
Park Avenue Houses,40.76751948,-73.96605221
"Park East Synagogue, Congregation Zichron Ephraim",40.76686478,-73.96361542
Park Plaza Apartments,40.83154678,-73.9263382
Park Row Building,40.71146011,-74.00777435
Park Slope Historic District,40.66875041,-73.97613326
"Parker, Charlie, Residence",40.72656682,-73.98018544
"Parsons, Ambrose, House",41.02046515,-72.15691916
Patriot&apos;s Park,41.0812635,-73.85905527
Pelhamdale,40.90062332,-73.81436157
Peoples National Bank and Trust Company Building,41.0315094,-73.76625061
"Perry, Jacob P., House",41.05482101,-73.99092865
Philadelphia Toboggan Company Carousel Number 15,41.09649448,-73.95580201
Philipsburg Manor,41.08717876,-73.86606069
Philipsburgh Building,40.93287451,-73.89978822
Philipse Manor Hall,40.93544384,-73.89905663
Philipse Manor Railroad Station,41.09433109,-73.86973605
Philosophy Hall,40.80739594,-73.96064758
"Phyfe, James W. and Anne Smith, Estate",40.90937675,-73.18422441
Pier 57,40.74340918,-74.01084186
Pioneer Building,40.9094162,-73.78172302
Planting Fields Arboretum,40.85785027,-73.55777828
"Players, The",40.73743495,-73.98677013
Playland Amusement Park,40.96876882,-73.67122539
Plaza Hotel,40.7641833,-73.97378141
Pleasants House,40.97545497,-72.13930502
Plymouth Church of the Pilgrims,40.69920579,-73.99326789
Poe Cottage,40.86522236,-73.89405022
Poillon-Seguine-Britton House,40.54544203,-74.13988482
"Pollock, Jackson, House and Studio",41.02366763,-72.15493797
Pomander Walk District,40.79370788,-73.97323207
Poppenhusen Institute,40.78437971,-73.85320111
Port Jefferson Village Historic District,40.94689586,-73.0658465
Potter--Williams House,40.87665176,-73.42551422
Pratt Institute Historic District,40.69110659,-73.96368387
Prime House,40.8746376,-73.42201996
Prime--Octagon House,40.87481308,-73.42212677
Prince George Hotel,40.74460285,-73.98644814
"Prince, Henry W., Building",41.06510162,-72.42612457
Prospect Avenue Subway Station (IRT),40.81953456,-73.90180558
Prospect Cemetery,40.70114202,-73.80000361
Prospect Hall,40.66366959,-73.98971558
Prospect Heights Historic District,40.67895524,-73.97187111
Prospect Park,40.65940247,-73.97038515
Prospect Park South Historic District,40.64593821,-73.96674833
Public Bath House No. 2,40.94038773,-73.88788605
Public Bath House No. 3,40.9353447,-73.88827515
Public Bath House No. 4,40.93087769,-73.89255524
Public Bath No. 7,40.67659516,-73.98307722
Public Baths,40.73594666,-73.97631073
Public School 108,40.68118047,-73.88455489
Public School 109,40.78694153,-73.94747925
Public School 11,40.83933258,-73.9257431
Public School 111 and Public School 9 Annex,40.67620324,-73.9693576
Public School 15,40.89068985,-73.83109283
Public School 157,40.8115654,-73.95196533
Public School 17,40.84771347,-73.78435516
Public School 35,40.75489807,-73.96540832
Public School 39,40.7342453,-73.99912262
Public School 65K,40.6830932,-73.87742287
Public School 66,40.69765694,-73.84606124
Public School 7,40.70157041,-73.9855383
Public School 71K,40.70149102,-73.95642082
Public School 9,40.78649139,-73.97956085
Puck Building,40.72538376,-73.99506378
"Pupin Physics Laboratories, Columbia University",40.81049347,-73.96194458
"Purdy, Jacob, House",41.03711319,-73.77316284
Putnam and Mellor Engine and Hose Company Firehouse,40.99979019,-73.66431427
Quarters A,40.70242975,-73.98082596
Queens County Savings Bank,40.72249488,-73.82038837
Queensboro Bridge,40.75712124,-73.95576453
Quogue Life-Saving Station,40.80726135,-72.59960929
R & S Building,40.74051666,-73.97584534
Racquet and Tennis Club Building,40.7588501,-73.97291565
Radio City Music Hall,40.75996399,-73.98031616
Rainey Memorial Gates,40.8549732,-73.87749231
"Rankin, John, House",40.68132542,-73.9986253
Rassapeague,40.91604869,-73.1817619
Raynham Hall,40.87217331,-73.53154755
Rectory of St. George&apos;s Episcopal Church,40.70530319,-73.62160492
Red House,40.7887497,-73.97969818
Reformed Church of Newtown Complex,40.73958185,-73.87801333
Reformed Church on Staten Island,40.63995743,-74.13187408
"Reid Hall, Manhattanville College",41.03218402,-73.71567824
"Remp, Michael, House",40.84704971,-73.35090637
Renaissance Apartments,40.68245697,-73.95001221
Rescue Hook & Ladder Company No. 1 Firehouse,40.80267873,-73.64649591
Residences at 5-15 West 54th Street,40.76166348,-73.9760949
"Rice, Isaac L., Mansion",40.79124069,-73.97750092
"Rieger&apos;s, C., Sons Factory",40.81469345,-73.91664123
Riverdale Presbyterian Church Complex,40.89580996,-73.90873632
Riverside Drive-West 80th-81st Streets Historic District,40.79108345,-73.98204355
Riverside Park and Drive,40.79811015,-73.97494234
Riverside-West 105th Street Historic District,40.80124744,-73.97015224
RKO Keith&apos;s Theater,40.76335901,-73.83211809
Robbins & Appleton Building,40.72680664,-73.99450684
"Robeson, Paul, Home",40.83357239,-73.93881226
"Robinson, John Roosevelt &quot;Jackie&quot;, House",40.6482272,-73.91479061
Rochelle Park--Rochelle Heights Historic District,40.92456408,-73.78021076
Rock Hall,40.61106873,-73.7346344
Rockefeller Center,40.75885361,-73.9792301
"Rockefeller, John D., Estate",41.0896714,-73.84405085
Rockland County Courthouse and Dutch Gardens,41.14638248,-73.99043879
Rockland Road Bridge,41.03486766,-73.91926721
Rockwood Chocolate Factory Historic District,40.69619094,-73.96810274
Rogers House,40.86923981,-73.41754913
"Rogers, John S., House",40.77614212,-73.96166992
"Rogers, John, House",40.788414,-73.34699249
"Rogers, Nathaniel, House",40.93736166,-72.30078137
Romer--Van Tassel House,41.04034042,-73.83587646
"Roosevelt, James Alfred, Estate",40.88981628,-73.49688721
"Roosevelt, John Ellis, Estate",40.73944478,-73.07159781
"Roosevelt, Sara Delano, Memorial House",40.76672475,-73.96784179
Rosemary Lodge,40.91180288,-72.38687823
Roslyn Cemetery,40.80911941,-73.63197212
Roslyn Grist Mill,40.80028534,-73.65162659
Roslyn House,40.79198334,-73.64090533
Roslyn National Bank and Trust Company Building,40.80182266,-73.64711761
Roslyn Savings Bank Building,40.80124664,-73.64709473
Roslyn Village Historic District,40.79692322,-73.64809453
Ross-Hand Mansion,41.08658981,-73.921875
Rowhouses at 322-344 East 69th Street,40.76550601,-73.96252895
Russian Orthodox Cathedral of the Transfiguration of Our Lord,40.71930169,-73.95353789
"Ryan, William J., Estate",40.90191354,-73.18850068
Rye Town Park--Bathing Complex and Oakland Beach,40.96074955,-73.67887249
Saddle Rock Grist Mill,40.79755331,-73.75115011
Sag Harbor Village District,40.9970802,-72.29514714
Sag Harbor Village District (Boundary Increase),40.99184664,-72.28860935
Sagamore Hill National Historic Site,40.88543436,-73.49722765
Sagaponack Historic District,40.92468219,-72.277524
"Sage, Russell, Sage Memorial Church",40.6095069,-73.74732937
Sagtikos Manor,40.70278787,-73.27631421
Sailors&apos; Snug Harbor National Register District,40.64249722,-74.10255745
Saint James District,40.88390827,-73.16239407
Saint Mark&apos;s Historic District (Boundary Increase),40.73000296,-73.9877947
Saint Mary&apos;s Chapel,40.75099849,-73.60936679
Saint Thomas&apos; Chapel,40.97314758,-72.14395615
Salmagundi Club,40.73441696,-73.99472809
"Salyer, Edward, House",41.05172348,-74.01374054
"Salyer, Michael, Stone House",41.05190087,-73.98761269
"Sammis, Silas, House",40.88594437,-73.43971252
Sands Family Cemetery,40.85787121,-73.72308535
Sands--Willets Homestead,40.81590653,-73.68008423
"Sanger, Margaret, Clinic",40.73765183,-73.99338531
Sayville Congregational Church,40.73606491,-73.07978058
Scarborough Historic District,41.12897355,-73.85588215
Scarsdale Railroad Station,40.98946599,-73.80854542
Schenck--Mann House,40.82064819,-73.49034882
Schermerhorn Row Block,40.70463293,-74.00620735
"Schickel, William, House",40.77870178,-73.95983124
Schinasi House,40.80299759,-73.96948242
Schomburg Center for Research in Black Culture,40.81419754,-73.94103241
"Scott, Gen. Winfield, House",40.7349968,-73.9954071
Scott-Edwards House,40.62856004,-74.12356622
Scribner Building,40.74017034,-73.99051861
Sea and Land Church,40.71306229,-73.99401092
Sea Cliff Firehouse,40.84835033,-73.6449856
Sea Cliff Railroad Station,40.85189016,-73.62592018
"Sea Cliff Village Hall, Library and Museum Complex",40.84929657,-73.64742279
Seagram Building,40.75872421,-73.97268677
Seaman Farm,40.81106949,-73.3211441
Seaview Hospital,40.59157481,-74.13251069
Seawanhaka Corinthian Yacht Club,40.90224457,-73.513314
Seguine House,40.51657871,-74.19762308
Senator Street Historic District,40.63044366,-74.02478451
Seneca Avenue East Historic District,40.69972051,-73.90152695
Seneca-Onderdonk-Woodward Historic District,40.70246752,-73.90431086
Setauket Presbyterian Church and Burial Ground,40.94578128,-73.1110695
Seven Oaks Estate,41.00710701,-73.90895926
Seventh Regiment Armory,40.76754379,-73.96624756
Seville Hotel,40.74467468,-73.98539734
Sheffield Farms Stable,40.81666946,-73.95773315
"Shell House, The",40.89762116,-73.63333893
Shelter Island Heights Historic District,41.08436931,-72.3570037
Shelter Island Windmill,41.07589452,-72.33514563
"Sherrill, Stephen, House",40.9904213,-72.17198181
Sherwood House,40.95304489,-73.85635376
Shinnecock Hills Golf Club,40.89618874,-72.44084903
Shore Cottage,40.89415285,-73.17277029
Shore Road Historic District,40.87266909,-73.46230705
"Sidewalk Clock at 1501 3rd Avenue, Manhattan",40.77788299,-73.96648404
"Sidewalk Clock at 161-11 Jamaica Avenue, New York, NY",40.70401125,-73.7987092
"Sidewalk Clock at 200 5th Avenue, Manhattan",40.74160424,-73.98966785
"Sidewalk Clock at 519 3rd Avenue, Manhattan",40.74600357,-73.97775651
"Sidewalk Clock at 522 5th Avenue, Manhattan",40.75449444,-73.98035109
"Sidewalk Clock at 783 5th Avenue, Manhattan",40.76424819,-73.97297475
Simpson Street Subway Station and Substation No.18 (IRT),40.82404761,-73.89331153
"Sinclair, Harry F., House",40.77696991,-73.96372223
Sloat House,41.15055964,-74.19351795
Smallpox Hospital,40.75151829,-73.95978498
Smith Estate,40.86793161,-72.90631082
Smith Tavern,41.14574432,-73.68415832
"Smith, Abigail Adams, Museum",40.7606163,-73.96045685
"Smith, Albert, House",41.01221026,-74.14537827
"Smith, Alexander, Carpet Mills Historic District",40.94230116,-73.88335656
"Smith, Alfred E., House",40.71255112,-73.99794006
"Smith, Almeron and Olive, House",40.80645238,-73.7028861
"Smith, Daniel, House",40.88744736,-73.42433166
"Smith, Fleming, Warehouse",40.72408295,-74.0102005
"Smith, Henry, Farmstead",40.85076687,-73.37978433
"Smith, Jacob, House",40.81264706,-73.43738494
"Smith, Obadiah, House",40.87636185,-73.21993256
"Smith, Stephen and Charles, House",40.81361008,-73.64627075
Smith--Rourke House,40.76216126,-72.97810364
Sniffen Court Historic District,40.7475327,-73.97749619
Society for the Lying-In Hospital,40.73455048,-73.98334503
Sofia Warehouse,40.77005768,-73.98284912
Soho Historic District,40.72299822,-74.00064142
"Sousa, John Philip, House",40.84365463,-73.72785187
South Bushwick Reformed Protestant Dutch Church Complex,40.69409419,-73.9258822
South Congregational Church,40.68184737,-73.99648747
South Presbyterian Church,41.01440048,-73.87230682
South Street Seaport,40.70600151,-74.00299083
South Street Seaport Historic District,40.70651012,-74.00242687
Southampton Village Historic District,40.87680154,-72.39284838
Southampton Village Historic District (Boundary Increase),40.88609638,-72.3820987
Southold Historic District,41.05974355,-72.43340912
Southside Sportsmens Club District,40.76522281,-73.12333696
Sparkill Creek Drawbridge,41.03721433,-73.91592152
"Spaulding, Henry F., Coachman&apos;s House",40.8984375,-73.91116333
Springbank,40.81342316,-73.6463089
St. Alban&apos;s Episcopal Church,40.5435239,-74.16081147
St. Andrew&apos;s Episcopal Church,40.80792618,-73.9411087
St. Andrew&apos;s Episcopal Church,40.83654179,-72.91485396
St. Ann&apos;s Church Complex,40.80833041,-73.91728432
St. Augustine&apos;s Chapel,40.71396637,-73.98327637
St. Bartholomew&apos;s Church and Community House,40.75688934,-73.9732666
St. Bartholomew&apos;s Protestant Episcopal Church and Rectory,40.67785135,-73.95229316
St. Cecilia&apos;s Church and Convent,40.79221408,-73.94741562
